season_year,player_id,player_name,team_name,team_code,rank_no,era,g,w,l,sv,hld,wpct,ip,h,hr,bb,hbp,so,r,er,whip,cg,sho,qs,bsv,tbf,np,avg,double_hit,triple_hit,sac,sf,ibb,wp,bk,gs,wgs,wgr,gf,svo,ts,gdp,go_count,ao_count,go_ao,babip,p_g,p_ip,k9,bb9,k_bb,obp,slg,ops
2015,65444,피가로,삼성,SS,5,3.38,25,13,7,0,0,0.65,165,154,16,51,7,117,66,62,1.24,1,0,18,0,688,2617,0.251,26,3,10,7,0,6,0,25,13,0,1,0,0,11,188,161,1.17,0.283,104.7,15.9,6.38,2.78,2.29,0.313,0.382,0.695
2015,74454,윤성환,삼성,SS,6,3.76,30,17,8,0,0,0.68,194,199,27,30,10,164,86,81,1.18,3,1,17,0,809,3042,0.264,34,4,8,6,0,1,0,30,17,0,3,0,0,11,156,241,0.65,0.302,101.4,15.7,7.61,1.39,5.47,0.299,0.427,0.726
2015,61411,심창민,삼성,SS,7,4.28,61,6,3,0,9,0.667,67 1/3,54,7,24,5,91,32,32,1.16,0,0,0,0,280,1152,0.219,13,0,3,1,1,2,0,0,0,6,9,10,0,2,32,71,0.45,0.313,18.9,17.1,12.16,3.21,3.79,0.3,0.356,0.656
2015,76455,차우찬,삼성,SS,8,4.79,31,13,7,0,1,0.65,173,160,28,74,5,194,98,92,1.35,0,0,17,0,743,3069,0.245,36,1,7,4,1,9,1,29,12,1,1,1,0,13,138,165,0.84,0.303,99.0,17.7,10.09,3.85,2.62,0.325,0.432,0.757
2015,65425,클로이드,삼성,SS,9,5.19,28,11,11,0,0,0.5,159 2/3,190,24,38,12,123,103,92,1.43,0,0,14,0,705,2705,0.297,36,0,11,4,0,3,1,28,11,0,0,0,0,12,192,139,1.38,0.334,96.6,16.9,6.93,2.14,3.24,0.346,0.466,0.812
2015,76355,장원삼,삼성,SS,10,5.8,26,10,9,0,0,0.526,136 2/3,151,29,50,1,107,96,88,1.47,0,0,9,0,599,2396,0.281,32,2,8,2,1,3,0,25,10,0,0,0,0,9,114,168,0.68,0.302,92.2,17.5,7.05,3.29,2.14,0.342,0.509,0.851
2015,71851,김건한,삼성,SS,11,6.06,16,1,1,0,0,0.5,16 1/3,26,1,8,1,6,11,11,2.08,0,0,0,0,83,300,0.361,7,0,2,0,0,0,0,1,0,1,5,0,0,0,18,22,0.82,0.385,18.8,18.4,3.31,4.41,0.75,0.432,0.5,0.932
2015,77446,백정현,삼성,SS,12,6.11,31,0,0,0,2,,28,32,3,20,1,37,19,19,1.86,0,0,0,0,135,602,0.288,10,1,2,1,1,3,0,1,0,0,5,5,0,1,25,18,1.39,0.403,19.4,21.5,11.89,6.43,1.85,0.398,0.477,0.875
2015,72649,신용운,삼성,SS,13,7.01,35,1,1,0,2,0.5,25 2/3,35,2,16,2,22,23,20,1.99,0,0,0,0,131,513,0.31,5,0,0,0,2,5,0,0,0,1,3,6,0,2,28,28,1.0,0.371,14.7,20.0,7.71,5.61,1.38,0.405,0.407,0.812
2015,76461,김기태,삼성,SS,14,7.06,23,3,0,0,0,1.0,29 1/3,36,11,10,0,23,25,23,1.57,0,0,0,0,131,484,0.3,8,1,0,1,0,1,0,0,0,3,11,1,0,1,18,44,0.41,0.287,21.0,16.5,7.06,3.07,2.3,0.351,0.658,1.009
2015,60457,김현우,삼성,SS,15,7.3,11,0,0,0,0,,12 1/3,14,5,5,1,14,10,10,1.54,0,0,0,0,55,244,0.286,3,1,0,0,0,0,0,0,0,0,4,0,0,2,11,10,1.1,0.3,22.2,19.8,10.22,3.65,2.8,0.364,0.694,1.058
2015,99445,권오준,삼성,SS,16,8.04,30,0,0,0,0,,28,33,5,9,5,24,27,25,1.5,0,0,0,0,131,513,0.292,9,0,3,1,1,2,0,0,0,0,12,1,0,2,30,27,1.11,0.329,17.1,18.3,7.71,2.89,2.67,0.367,0.504,0.871
