season_year,player_id,player_name,team_name,team_code,rank_no,position,g,gs,ip,e,pko,po,a,dp,fpct,pb,sb,cs,cs_rate
2026,50710,김범준,한화,HH,53,투수,1,0,2/3,0,0,0,1,0,1.0,0,0,0,
2026,65056,엄상백,한화,HH,53,투수,1,0,1/3,0,0,0,0,0,,0,0,0,
2026,69205,이교훈,한화,HH,53,투수,1,0,1/3,0,0,0,0,0,,0,0,0,
2026,69645,장유호,한화,HH,53,투수,1,0,1,0,0,0,0,0,,0,0,0,
2026,56793,최유빈,한화,HH,53,유격수,1,0,1,0,0,0,1,0,1.0,0,0,0,
2026,67893,박성한,SSG,SK,1,유격수,60,56,482,8,0,98,126,32,0.966,0,0,0,
2026,50854,최지훈,SSG,SK,2,중견수,59,56,496 1/3,2,0,148,3,0,0.987,0,0,0,
2026,53827,에레디아,SSG,SK,3,좌익수,58,56,478 1/3,1,0,112,1,1,0.991,0,0,0,
2026,54812,정준재,SSG,SK,4,2루수,57,50,445 1/3,1,0,102,149,34,0.996,0,0,0,
2026,60558,오태곤,SSG,SK,5,1루수,45,33,314 1/3,4,0,276,27,27,0.987,0,0,0,
2026,75847,최정,SSG,SK,5,3루수,45,45,379,2,0,20,79,11,0.98,0,0,0,
2026,51865,조형우,SSG,SK,7,포수,38,37,301 1/3,3,1,260,21,2,0.989,2,20,4,16.7
2026,68043,김민,SSG,SK,8,투수,30,0,30,0,0,1,3,0,1.0,0,0,0,
2026,53892,이로운,SSG,SK,8,투수,30,0,27 1/3,0,0,0,2,1,1.0,0,0,0,
2026,79456,이지영,SSG,SK,10,포수,29,15,154,1,0,134,10,1,0.993,1,11,4,26.7
2026,62934,김성욱,SSG,SK,11,우익수,27,12,120 1/3,0,0,24,1,0,1.0,0,0,0,
2026,73211,노경은,SSG,SK,12,투수,26,0,26,2,0,2,6,0,0.8,0,0,0,
2026,62895,한유섬,SSG,SK,13,우익수,25,22,165,0,0,29,1,0,1.0,0,0,0,
2026,62869,문승원,SSG,SK,14,투수,23,0,29,1,0,3,9,0,0.923,0,0,0,
2026,51897,조병현,SSG,SK,14,투수,23,0,22 2/3,0,0,1,2,0,1.0,0,0,0,
2026,68092,한두솔,SSG,SK,14,투수,23,0,22 2/3,0,0,2,3,0,1.0,0,0,0,
2026,52809,전영준,SSG,SK,17,투수,20,0,17 2/3,0,0,0,0,0,,0,0,0,
2026,50812,박시후,SSG,SK,18,투수,19,0,19 1/3,0,1,1,2,0,1.0,0,0,0,
2026,69804,채현우,SSG,SK,19,우익수,18,10,77 1/3,0,0,21,0,0,1.0,0,0,0,
2026,51868,고명준,SSG,SK,20,1루수,17,17,132,1,0,123,6,15,0.992,0,0,0,
2026,66864,안상현,SSG,SK,20,3루수,17,10,94 2/3,2,0,7,10,1,0.895,0,0,0,
2026,62864,김민식,SSG,SK,22,포수,14,8,70 1/3,0,0,64,3,2,1.0,4,4,2,33.3
2026,51867,김건우,SSG,SK,24,투수,12,12,58 2/3,0,0,1,5,0,1.0,0,0,0,
2026,56841,베니지아노,SSG,SK,24,투수,12,12,59 2/3,1,0,1,17,1,0.947,0,0,0,
2026,51895,장지훈,SSG,SK,24,투수,12,0,17 1/3,0,0,1,1,0,1.0,0,0,0,
2026,68868,최준우,SSG,SK,24,우익수,12,8,70,0,0,17,0,0,1.0,0,0,0,
2026,68856,최민준,SSG,SK,28,투수,11,11,49 1/3,0,0,4,6,1,1.0,0,0,0,
2026,56823,타케다,SSG,SK,28,투수,11,11,48 1/3,0,0,3,5,0,1.0,0,0,0,
2026,53865,김정민,SSG,SK,31,우익수,10,1,29 1/3,0,0,6,0,0,1.0,0,0,0,
2026,52868,이기순,SSG,SK,32,투수,9,1,9 2/3,0,0,0,0,0,,0,0,0,
2026,55897,홍대인,SSG,SK,32,3루수,9,3,30 1/3,0,0,3,3,1,1.0,0,0,0,
2026,64861,이건욱,SSG,SK,34,투수,8,0,11 2/3,0,0,0,0,0,,0,0,0,
2026,50820,전의산,SSG,SK,35,1루수,7,7,56,2,0,47,1,3,0.96,0,0,0,
2026,69839,백승건,SSG,SK,36,투수,6,2,9 1/3,0,0,0,1,0,1.0,0,0,0,
2026,50650,최용준,SSG,SK,36,투수,6,0,7,0,0,0,0,0,,0,0,0,
2026,55855,화이트,SSG,SK,36,투수,6,6,30 2/3,2,0,0,4,0,0.667,0,0,0,
2026,56800,긴지로,SSG,SK,42,투수,4,4,16,0,0,0,0,0,,0,0,0,
2026,52844,김도현,SSG,SK,42,투수,4,0,5 1/3,0,0,0,2,0,1.0,0,0,0,
2026,78224,김재환,SSG,SK,42,좌익수,4,4,33,0,0,8,0,0,1.0,0,0,0,
2026,69825,김창평,SSG,SK,42,우익수,4,2,18 2/3,0,0,4,0,0,1.0,0,0,0,
2026,67807,이정범,SSG,SK,42,1루수,4,3,25 1/3,1,0,16,3,0,0.95,0,0,0,
2026,66858,정동윤,SSG,SK,48,투수,3,0,4 2/3,0,0,0,1,0,1.0,0,0,0,
2026,53893,김민준,SSG,SK,51,유격수,2,0,3,0,0,1,1,0,1.0,0,0,0,
2026,52804,석정우,SSG,SK,51,3루수,2,0,2,0,0,0,0,0,,0,0,0,
2026,55894,최윤석,SSG,SK,51,3루수,2,1,10,0,0,0,2,0,1.0,0,0,0,
2026,56840,김민준,SSG,SK,58,투수,1,1,3 2/3,0,0,0,0,0,,0,0,0,
2026,51702,이준기,SSG,SK,58,투수,1,0,2,0,0,0,0,0,,0,0,0,
2026,65343,김택형,SSG,SK,58,투수,1,0,2/3,0,0,0,0,0,,0,0,0,
2026,50868,류효승,SSG,SK,58,1루수,1,0,1,0,0,0,0,0,,0,0,0,
2026,66662,신범수,SSG,SK,58,포수,1,0,3,0,0,4,0,0,1.0,0,0,0,
2026,54400,디아즈,삼성,SS,1,1루수,59,59,508,3,0,469,47,50,0.994,0,0,0,
2026,62234,류지혁,삼성,SS,2,2루수,54,49,405 1/3,5,0,101,132,34,0.979,0,0,0,
2026,50458,김지찬,삼성,SS,3,중견수,50,45,375,1,0,89,2,0,0.989,0,0,0,
2026,65586,전병우,삼성,SS,3,3루수,50,45,396 1/3,4,0,23,65,5,0.957,0,0,0,
2026,74540,강민호,삼성,SS,5,포수,43,35,284,2,0,221,19,4,0.992,4,25,8,24.2
2026,62404,구자욱,삼성,SS,6,좌익수,35,35,272,3,0,49,0,0,0.942,0,0,0,
2026,67449,김성윤,삼성,SS,6,우익수,35,27,237 1/3,0,0,63,1,0,1.0,0,0,0,
2026,52415,이재현,삼성,SS,6,유격수,35,33,255,9,0,50,82,19,0.936,0,0,0,
2026,69418,박승규,삼성,SS,9,우익수,30,25,211 1/3,2,0,61,1,0,0.969,0,0,0,
2026,55455,배찬승,삼성,SS,9,투수,30,0,23,0,0,2,5,0,1.0,0,0,0,
2026,50464,이승민,삼성,SS,11,투수,28,0,28 1/3,0,0,2,5,1,1.0,0,0,0,
2026,65062,김재윤,삼성,SS,12,투수,27,0,24,0,0,1,1,0,1.0,0,0,0,
2026,61404,김헌곤,삼성,SS,12,좌익수,27,11,111 1/3,0,0,25,0,0,1.0,0,0,0,
2026,56415,미야지,삼성,SS,12,투수,27,0,23,0,0,1,0,0,1.0,0,0,0,
2026,63202,장승현,삼성,SS,15,포수,25,5,73,0,0,72,3,0,1.0,0,5,1,16.7
2026,62244,박세혁,삼성,SS,16,포수,24,9,104 1/3,0,0,68,11,0,1.0,0,13,0,0.0
2026,60146,이승현,삼성,SS,17,투수,23,0,17 1/3,0,0,0,1,0,1.0,0,0,0,
2026,64468,박계범,삼성,SS,18,유격수,17,6,66,0,0,9,20,1,1.0,0,0,0,
2026,77446,백정현,삼성,SS,18,투수,17,0,15,0,0,0,2,0,1.0,0,0,0,
2026,69403,양우현,삼성,SS,20,2루수,16,5,58,0,0,12,19,4,1.0,0,0,0,
2026,62754,임기영,삼성,SS,21,투수,15,0,24 2/3,0,0,0,3,0,1.0,0,0,0,
2026,56460,장찬희,삼성,SS,21,투수,15,5,41 1/3,1,0,2,5,0,0.875,0,0,0,
2026,69416,이해승,삼성,SS,25,유격수,14,1,48,0,0,9,17,4,1.0,0,0,0,
2026,67421,최지광,삼성,SS,25,투수,14,0,11,0,0,1,1,0,1.0,0,0,0,
2026,69442,김도환,삼성,SS,27,포수,13,9,63 2/3,0,0,62,4,0,1.0,1,3,2,40.0
2026,55425,김상준,삼성,SS,27,유격수,13,5,49 2/3,1,0,5,6,2,0.917,0,0,0,
2026,56464,오러클린,삼성,SS,29,투수,12,12,61 1/3,0,0,1,11,0,1.0,0,0,0,
2026,53375,후라도,삼성,SS,29,투수,12,12,76,0,0,8,9,0,1.0,0,0,0,
2026,65320,최원태,삼성,SS,31,투수,11,11,59 2/3,1,0,3,7,1,0.909,0,0,0,
2026,52430,김영웅,삼성,SS,33,3루수,10,10,88,1,0,8,24,3,0.97,0,0,0,
2026,68415,양창섭,삼성,SS,33,투수,10,7,40 2/3,0,0,4,8,0,1.0,0,0,0,
2026,62360,김태훈,삼성,SS,36,투수,9,0,8 1/3,0,0,1,2,0,1.0,0,0,0,
2026,69446,원태인,삼성,SS,36,투수,9,9,51 1/3,0,0,5,11,0,1.0,0,0,0,
2026,66409,이성규,삼성,SS,40,좌익수,5,1,18 1/3,0,0,3,0,0,1.0,0,0,0,
2026,51460,이재희,삼성,SS,40,투수,5,0,4,0,0,0,1,1,1.0,0,0,0,
2026,72443,최형우,삼성,SS,40,좌익수,5,5,37,0,0,8,0,0,1.0,0,0,0,
2026,55438,심재훈,삼성,SS,44,유격수,4,2,11,0,0,4,4,3,1.0,0,0,0,
2026,55440,함수호,삼성,SS,44,좌익수,4,2,18,0,0,3,0,0,1.0,0,0,0,
2026,68403,김무신,삼성,SS,52,투수,3,0,1 2/3,0,0,0,0,0,,0,0,0,
2026,53400,김재상,삼성,SS,52,2루수,3,3,20 2/3,0,0,6,8,2,1.0,0,0,0,
2026,51454,이승현,삼성,SS,52,투수,3,3,10 1/3,0,0,1,2,0,1.0,0,0,0,
2026,67005,홍현빈,삼성,SS,52,좌익수,3,1,13,0,0,0,0,0,,0,0,0,
2026,52424,김재혁,삼성,SS,58,중견수,2,0,3,0,0,2,0,0,1.0,0,0,0,
2026,65040,김태훈,삼성,SS,58,우익수,2,1,8,0,0,2,0,0,1.0,0,0,0,
2026,54404,육선엽,삼성,SS,58,투수,2,0,2 1/3,0,0,0,1,0,1.0,0,0,0,
2026,56469,정재훈,삼성,SS,58,투수,2,0,1 1/3,0,0,0,1,1,1.0,0,0,0,
2026,61268,양현,삼성,SS,67,투수,1,0,1/3,0,0,0,0,0,,0,0,0,
2026,68463,윤정빈,삼성,SS,67,우익수,1,1,9,0,0,0,0,0,,0,0,0,
2026,51907,김주원,NC,NC,1,유격수,59,57,491 1/3,9,0,91,156,34,0.965,0,0,0,
2026,68912,김형준,NC,NC,2,포수,53,44,371 1/3,2,1,325,28,0,0.994,2,21,8,27.6
2026,62907,박민우,NC,NC,3,2루수,52,51,403 2/3,3,0,106,127,24,0.987,0,0,0,
2026,69992,최정원,NC,NC,4,중견수,42,28,252 2/3,0,0,63,1,0,1.0,0,0,0,
2026,63260,이우성,NC,NC,5,좌익수,41,41,290,0,0,62,0,0,1.0,0,0,0,
2026,54944,데이비슨,NC,NC,6,1루수,35,35,257 2/3,1,0,229,15,19,0.996,0,0,0,
2026,64995,배재환,NC,NC,6,투수,35,0,27 1/3,0,0,0,2,0,1.0,0,0,0,
2026,79215,박건우,NC,NC,8,우익수,33,33,234,0,0,38,0,0,1.0,0,0,0,
2026,52902,임지민,NC,NC,8,투수,33,0,30 2/3,0,0,1,1,0,1.0,0,0,0,
2026,64101,한석현,NC,NC,10,우익수,32,11,137 1/3,1,0,28,0,0,0.966,0,0,0,
2026,68900,김영규,NC,NC,11,투수,28,0,20 2/3,0,0,0,1,0,1.0,0,0,0,
2026,67954,김진호,NC,NC,12,투수,27,0,24,0,0,0,3,0,1.0,0,0,0,
2026,69969,전사민,NC,NC,12,투수,27,0,25 1/3,1,0,2,4,0,0.857,0,0,0,
2026,65949,류진욱,NC,NC,14,투수,24,0,20 1/3,0,0,1,1,0,1.0,0,0,0,
2026,64022,안중열,NC,NC,14,포수,24,13,123 1/3,1,0,107,13,3,0.992,0,10,2,16.7
2026,69995,서호철,NC,NC,16,3루수,21,17,130,1,0,13,23,2,0.973,0,0,0,
2026,50902,김한별,NC,NC,17,3루수,20,11,120 1/3,0,0,10,23,1,1.0,0,0,0,
2026,66965,도태훈,NC,NC,18,3루수,18,10,89 2/3,1,0,10,15,0,0.962,0,0,0,
2026,52992,이준혁,NC,NC,20,투수,16,0,15 2/3,3,0,4,1,0,0.625,0,0,0,
