season_year,player_id,player_name,team_name,team_code,rank_no,era,g,w,l,sv,hld,wpct,ip,h,hr,bb,hbp,so,r,er,whip,cg,sho,qs,bsv,tbf,np,avg,double_hit,triple_hit,sac,sf,ibb,wp,bk,gs,wgs,wgr,gf,svo,ts,gdp,go_count,ao_count,go_ao,babip,p_g,p_ip,k9,bb9,k_bb,obp,slg,ops
2026,66858,정동윤,SSG,SK,4,3.86,3,0,0,0,0,,4 2/3,1,0,4,1,4,2,2,1.07,0,0,0,0,19,88,0.071,0,0,0,0,0,2,0,0,0,0,2,0,0,1,6,3,2.0,0.1,29.3,18.9,7.71,7.71,1.0,0.316,0.071,0.387
2026,55855,화이트,SSG,SK,5,4.11,6,1,1,0,0,0.5,30 2/3,37,1,15,2,29,15,14,1.7,0,0,3,0,142,557,0.298,5,0,0,1,0,2,0,6,1,0,0,0,0,3,34,25,1.36,0.379,92.8,18.2,8.51,4.4,1.93,0.38,0.363,0.743
2026,68043,김민,SSG,SK,6,4.2,30,4,3,1,8,0.571,30,26,1,16,1,32,17,14,1.4,0,0,0,1,128,444,0.234,3,0,0,0,2,3,0,0,0,4,4,9,0,5,29,24,1.21,0.321,14.8,14.8,9.6,4.8,2.0,0.336,0.288,0.624
2026,68856,최민준,SSG,SK,7,4.38,11,1,4,0,0,0.2,49 1/3,44,7,24,3,43,29,24,1.38,0,0,0,0,215,834,0.238,5,0,1,2,0,2,1,11,1,0,0,0,0,6,55,45,1.22,0.27,75.8,16.9,7.84,4.38,1.79,0.332,0.378,0.71
2026,73211,노경은,SSG,SK,8,4.5,26,1,3,0,5,0.25,26,27,5,9,1,22,15,13,1.38,0,0,0,4,117,467,0.265,6,1,3,2,2,1,0,0,0,1,3,8,0,1,28,27,1.04,0.286,18.0,18.0,7.62,3.12,2.44,0.325,0.49,0.815
2026,50650,최용준,SSG,SK,8,4.5,4,0,0,0,0,,4,3,1,5,1,2,2,2,2.0,0,0,0,0,20,80,0.231,0,1,1,0,0,0,0,0,0,0,2,0,0,1,3,5,0.6,0.2,20.0,20.0,4.5,11.25,0.4,0.474,0.615,1.089
2026,51867,김건우,SSG,SK,10,4.6,12,6,2,0,0,0.75,58 2/3,55,8,31,3,47,32,30,1.47,0,0,2,0,258,1084,0.25,8,1,2,2,0,1,0,12,6,0,0,0,0,8,53,67,0.79,0.281,90.3,18.5,7.21,4.76,1.52,0.348,0.405,0.753
2026,53892,이로운,SSG,SK,11,4.61,29,4,0,0,5,1.0,27 1/3,23,3,14,0,23,14,14,1.35,0,0,0,1,117,495,0.225,5,0,1,0,4,1,0,0,0,4,2,5,0,2,21,35,0.6,0.263,17.1,18.1,7.57,4.61,1.64,0.319,0.363,0.682
2026,52844,김도현,SSG,SK,12,5.06,4,0,0,0,0,,5 1/3,3,1,9,0,2,3,3,2.25,0,0,0,0,27,117,0.167,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,8,0.63,0.133,29.3,21.9,3.38,15.19,0.22,0.444,0.333,0.777
2026,69839,백승건,SSG,SK,13,5.79,6,0,0,0,0,,9 1/3,10,0,8,0,7,7,6,1.93,0,0,0,0,47,204,0.286,4,1,1,3,0,0,0,2,0,0,1,1,0,0,8,13,0.62,0.323,34.0,21.9,6.75,7.71,0.88,0.391,0.457,0.848
2026,56841,베니지아노,SSG,SK,14,5.81,11,1,4,0,0,0.2,52 2/3,64,10,22,5,41,38,34,1.63,0,0,0,0,248,983,0.298,10,0,6,0,0,1,0,11,1,0,0,0,0,3,60,50,1.2,0.329,89.4,18.7,7.01,3.76,1.86,0.376,0.484,0.86
2026,50812,박시후,SSG,SK,15,5.89,17,0,1,0,1,0.0,18 1/3,16,4,9,3,14,14,12,1.36,0,0,0,1,82,304,0.239,5,0,1,2,0,2,0,0,0,0,2,2,0,1,20,19,1.05,0.235,17.9,16.6,6.87,4.42,1.56,0.346,0.493,0.839
2026,68092,한두솔,SSG,SK,16,6.86,21,0,0,0,0,,21,32,2,5,4,17,17,16,1.76,0,0,0,0,104,356,0.348,3,0,1,2,0,0,0,0,0,0,9,0,0,0,20,25,0.8,0.4,17.0,17.0,7.29,2.14,3.4,0.398,0.446,0.844
2026,56823,타케다,SSG,SK,17,8.1,10,1,6,0,0,0.143,43 1/3,60,4,23,1,37,40,39,1.92,0,0,1,0,212,815,0.323,10,0,1,1,0,5,0,10,1,0,0,0,0,2,49,41,1.2,0.384,81.5,18.8,7.68,4.78,1.61,0.398,0.441,0.839
2026,51895,장지훈,SSG,SK,18,8.31,12,0,0,0,0,,17 1/3,21,3,6,2,9,16,16,1.56,0,0,0,0,80,281,0.292,4,0,0,0,1,0,0,0,0,0,3,0,0,1,21,21,1.0,0.3,23.4,16.2,4.67,3.12,1.5,0.363,0.472,0.835
2026,52868,이기순,SSG,SK,19,8.38,9,1,1,0,0,0.5,9 2/3,14,0,13,3,8,9,9,2.79,0,0,0,0,58,236,0.333,4,0,0,0,0,1,0,1,0,1,5,0,0,0,8,12,0.67,0.412,26.2,24.4,7.45,12.1,0.62,0.517,0.429,0.946
2026,51702,이준기,SSG,SK,20,9.0,1,0,0,0,0,,2,3,0,2,0,1,2,2,2.5,0,0,0,0,11,45,0.375,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0.25,0.375,45.0,22.5,4.5,9.0,0.5,0.455,0.5,0.955
2026,56800,긴지로,SSG,SK,21,9.56,4,0,3,0,0,0.0,16,18,5,14,1,18,17,17,2.0,0,0,0,0,81,357,0.29,2,0,2,2,0,0,1,4,0,0,0,0,0,0,8,20,0.4,0.317,89.3,22.3,10.13,7.88,1.29,0.418,0.565,0.983
2026,52809,전영준,SSG,SK,21,9.56,18,1,0,1,0,1.0,16,15,4,12,2,22,17,17,1.69,0,0,0,0,74,307,0.25,1,0,0,0,0,0,0,0,0,1,3,1,1,3,10,13,0.77,0.324,17.1,19.2,12.38,6.75,1.83,0.392,0.467,0.859
2026,65343,김택형,SSG,SK,23,40.5,1,0,0,0,0,,2/3,1,1,2,0,1,3,3,4.5,0,0,0,0,5,25,0.333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,25.0,37.5,13.5,27.0,0.5,0.6,1.333,1.933
2026,61268,양현,삼성,SS,1,0.0,1,0,0,0,0,,1/3,0,0,0,0,0,0,0,0.0,0,0,0,0,1,4,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,4.0,12.0,0.0,0.0,,0.0,0.0,0.0
2026,50464,이승민,삼성,SS,2,1.69,26,1,0,0,9,1.0,26 2/3,17,0,17,0,19,7,5,1.28,0,0,0,0,112,464,0.181,4,0,1,0,1,0,0,0,0,1,2,13,0,2,24,34,0.71,0.227,17.8,17.4,6.41,5.74,1.12,0.306,0.223,0.529
2026,53375,후라도,삼성,SS,3,2.61,12,3,1,0,0,0.75,76,76,8,13,3,50,28,22,1.17,0,0,10,0,316,1156,0.259,6,2,4,3,0,4,0,12,3,0,0,0,0,7,100,70,1.43,0.286,96.3,15.2,5.92,1.54,3.85,0.295,0.375,0.67
2026,55455,배찬승,삼성,SS,4,3.0,28,3,1,0,7,0.75,21,21,4,17,0,17,8,7,1.81,0,0,0,1,97,404,0.266,3,0,1,0,1,2,0,0,0,3,3,7,0,5,22,19,1.16,0.293,14.4,19.2,7.29,7.29,1.0,0.396,0.456,0.852
2026,51460,이재희,삼성,SS,4,3.0,4,0,0,0,2,,3,2,0,1,2,4,1,1,1.0,0,0,0,0,14,49,0.182,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,4,0.25,0.286,12.3,16.3,12.0,3.0,4.0,0.357,0.182,0.539
2026,68415,양창섭,삼성,SS,6,3.53,9,4,0,0,0,1.0,35 2/3,29,3,8,1,28,15,14,1.04,1,1,2,0,145,555,0.216,5,0,0,2,0,1,0,6,4,0,2,0,0,1,39,40,0.98,0.248,61.7,15.6,7.07,2.02,3.5,0.262,0.321,0.583
