season_year,player_id,player_name,team_name,team_code,rank_no,avg,g,pa,ab,r,h,double_hit,triple_hit,hr,tb,rbi,sac,sf,bb,ibb,hbp,so,gdp,slg,obp,ops,mh,risp,ph_ba,xbh,go_count,ao_count,go_ao,gw_rbi,bb_k,p_pa,isop,xr,gpa
2025,55710,이민재,한화,HH,26,0.0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,0,1,2,0.5,0,0.0,3.75,0.0,-0.7,0.0
2025,55743,정우주,한화,HH,26,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,54768,조동욱,한화,HH,26,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,61666,한승혁,한화,HH,26,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.0,0.0,0,0,0,,0,,,,0.0,0.0
2025,52803,김태윤,SSG,SK,1,0.5,8,4,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0.5,0.75,1.25,0,0.0,1.0,0,0,1,0.0,0,,5.75,0.0,1.0,0.463
2025,54815,정현승,SSG,SK,1,0.5,3,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1.0,0.5,1.5,0,0.0,0.0,1,0,1,0.0,0,,5.0,0.5,0.6,0.475
2025,53827,에레디아,SSG,SK,3,0.339,96,415,375,46,127,18,0,13,184,54,0,2,31,4,7,62,9,0.491,0.398,0.889,36,0.366,0.0,31,89,99,0.9,4,0.5,3.45,0.152,66.4,0.302
2025,50840,현원회,SSG,SK,4,0.305,21,62,59,6,18,1,0,1,22,6,0,0,3,0,0,16,3,0.373,0.339,0.712,4,0.235,0.5,2,14,11,1.27,1,0.19,4.23,0.068,6.3,0.246
2025,50868,류효승,SSG,SK,5,0.287,27,103,94,18,27,5,0,6,50,16,0,0,7,0,2,28,1,0.532,0.35,0.882,7,0.273,0.5,11,15,24,0.63,3,0.25,4.03,0.245,16.4,0.291
2025,50854,최지훈,SSG,SK,6,0.284,140,574,517,66,147,16,4,7,192,45,4,5,43,2,5,87,2,0.371,0.342,0.713,37,0.28,0.286,27,117,171,0.68,6,0.49,3.91,0.087,72.0,0.247
2025,51868,고명준,SSG,SK,7,0.278,130,500,471,46,131,20,1,17,204,64,0,7,20,1,2,99,12,0.433,0.306,0.739,43,0.235,0.0,38,124,124,1.0,11,0.2,3.38,0.155,60.9,0.246
