season_year,player_name,team_name,hr9,lob_rate,fip,kfip,fip_war,ra9_war,k_rate,bb_rate,avg_against,obp_against,slg_against,ops_against
2021,김재윤,KT,0.67,83.8,3.29,3.01,1.38,2.9,23.3,8.7,0.232,0.296,0.325,0.621
2021,강재민,한화,0.28,83.3,3.33,3.21,1.28,2.62,20.4,9.7,0.22,0.308,0.302,0.61
2021,이용찬,NC,0.49,77.3,2.87,2.57,1.28,1.54,23.2,7.3,0.199,0.262,0.272,0.534
2021,문승원,SSG,0.18,69.3,3.51,3.56,1.26,1.61,15.1,8.5,0.22,0.294,0.309,0.603
2021,이인복,롯데,0.73,72.4,3.81,3.73,1.21,1.34,16.6,5.2,0.299,0.348,0.45,0.798
2021,다카하시,KIA,0.98,70.9,3.55,3.12,1.21,0.66,27.4,7.1,0.309,0.371,0.416,0.787
2021,김민수,KT,0.31,72.3,3.13,2.92,1.2,1.32,21.7,9.5,0.256,0.333,0.329,0.662
2021,최준용,롯데,1.14,84.7,3.97,3.71,1.08,1.77,23.1,8.2,0.234,0.302,0.377,0.679
2021,김범수,한화,0.25,62.3,3.55,3.41,1.07,0.59,21.9,13.2,0.253,0.353,0.331,0.684
2021,김대유,LG,0.36,80.8,3.06,2.77,1.05,2.29,26.8,7.2,0.177,0.271,0.215,0.486
2021,몽고메리,삼성,0.52,65.6,4.39,4.34,1.0,0.6,22.5,15.6,0.234,0.364,0.315,0.678
2021,정우영,LG,0.0,79.2,3.59,3.72,1.0,3.0,15.6,9.9,0.191,0.295,0.231,0.526
2021,구승민,롯데,0.72,69.3,3.97,3.79,0.99,1.25,24.8,11.8,0.213,0.319,0.33,0.649
2021,브리검,키움,0.89,76.5,4.48,4.47,0.95,1.99,19.6,10.4,0.226,0.319,0.346,0.664
2021,조상우,키움,0.82,72.7,3.67,3.39,0.94,1.53,25.1,10.2,0.183,0.274,0.287,0.561
2021,프랑코,롯데,1.2,67.8,5.31,5.39,0.86,1.79,18.3,11.1,0.257,0.359,0.422,0.781
2021,김택형,SSG,0.36,81.5,3.8,3.77,0.85,3.04,19.6,13.3,0.231,0.339,0.307,0.645
2021,곽빈,두산,0.64,74.7,5.08,5.18,0.84,2.21,21.1,17.4,0.221,0.378,0.346,0.724
2021,김강률,두산,0.35,84.2,3.53,3.46,0.82,2.87,17.8,10.9,0.271,0.351,0.357,0.708
2021,박시영,KT,0.8,74.3,3.16,2.74,0.79,0.97,28.3,8.3,0.189,0.257,0.277,0.534
2021,라이블리,삼성,1.08,70.6,4.23,3.98,0.77,0.95,27.1,9.3,0.19,0.295,0.339,0.634
2021,임준형,LG,0.0,74.2,2.42,2.17,0.75,0.88,22.3,4.3,0.276,0.33,0.333,0.663
2021,최지광,삼성,0.88,69.3,4.39,4.29,0.74,1.37,21.2,11.7,0.276,0.363,0.432,0.795
2021,오원석,SSG,0.9,64.6,5.17,5.27,0.73,0.36,17.9,13.9,0.283,0.394,0.417,0.812
2021,우규민,삼성,0.92,75.8,3.84,3.73,0.72,1.37,16.4,4.2,0.294,0.329,0.401,0.73
2021,장지훈,SSG,0.67,68.0,3.86,3.85,0.7,1.14,14.9,5.6,0.268,0.318,0.377,0.695
2021,윤대경,한화,0.93,76.6,4.75,4.84,0.7,2.32,16.0,10.1,0.247,0.337,0.373,0.71
2021,심재민,KT,0.77,79.7,3.59,3.45,0.6,1.15,18.5,5.8,0.234,0.277,0.326,0.602
2021,조현우,KT,0.0,70.6,3.17,3.3,0.6,1.22,10.3,5.6,0.224,0.274,0.284,0.559
2021,이현승,두산,0.39,77.7,2.82,2.56,0.58,1.3,22.2,6.7,0.195,0.244,0.256,0.501
2021,진해수,LG,0.41,76.0,3.51,3.39,0.58,0.71,20.7,9.6,0.25,0.33,0.311,0.641
2021,홍상삼,KIA,1.5,77.3,5.33,5.29,0.54,0.72,20.6,11.9,0.248,0.346,0.451,0.797
2021,박치국,두산,0.82,72.8,3.92,3.77,0.53,0.83,21.1,11.6,0.273,0.371,0.416,0.786
2021,김도규,롯데,0.64,58.8,3.83,3.69,0.53,0.48,21.5,11.6,0.263,0.346,0.365,0.712
2021,홍성민,NC,0.65,76.4,3.96,3.99,0.5,0.81,14.1,6.5,0.317,0.368,0.425,0.793
2021,한승혁,KIA,0.0,59.5,3.42,3.46,0.49,0.24,16.5,9.7,0.281,0.363,0.36,0.722
2021,이창재,KT,0.0,75.0,2.81,2.72,0.49,0.8,17.6,9.3,0.227,0.296,0.278,0.575
2021,임창민,NC,0.45,64.1,4.25,4.35,0.48,0.68,16.3,11.2,0.235,0.335,0.329,0.664
2021,서준원,롯데,0.83,59.4,4.72,4.83,0.48,-0.4,14.4,11.3,0.332,0.409,0.479,0.888
2021,정해영,KIA,0.69,85.1,4.25,4.27,0.48,3.38,18.0,10.3,0.21,0.302,0.318,0.62
2021,조영우,SSG,1.35,62.8,5.01,5.03,0.48,0.53,16.5,8.9,0.29,0.348,0.463,0.811
2021,김재웅,키움,0.84,77.6,4.53,4.5,0.46,1.5,19.3,13.6,0.239,0.344,0.322,0.666
2021,장시환,한화,0.52,58.3,4.99,5.23,0.44,-0.6,13.7,14.0,0.306,0.413,0.398,0.811
2021,안영명,KT,0.51,57.2,3.28,3.07,0.42,0.69,22.1,7.6,0.192,0.255,0.264,0.519
2021,배재준,LG,0.28,72.4,3.79,3.85,0.4,0.48,15.2,8.6,0.313,0.384,0.41,0.795
2021,박민호,SSG,0.66,75.3,4.46,4.66,0.39,1.19,10.7,6.2,0.283,0.345,0.371,0.716
2021,박진형,롯데,0.56,65.5,2.83,2.24,0.38,-0.1,29.6,12.3,0.352,0.432,0.535,0.967
2021,최성훈,LG,0.44,80.4,3.75,3.7,0.35,1.26,18.4,10.6,0.255,0.337,0.35,0.687
2021,이재희,삼성,0.83,67.3,4.35,4.33,0.35,0.24,17.9,10.5,0.286,0.362,0.417,0.778
2021,류진욱,NC,0.42,79.4,4.03,4.08,0.34,1.42,16.3,11.6,0.242,0.33,0.327,0.657
2021,이승현(54),삼성,0.69,65.1,3.97,3.74,0.34,0.08,26.4,13.2,0.246,0.359,0.366,0.725
2021,박종기,두산,0.45,61.0,4.49,4.71,0.34,-0.09,12.0,10.6,0.292,0.369,0.381,0.75
2021,이준영,KIA,0.76,53.6,4.48,4.53,0.33,0.79,16.4,11.9,0.221,0.312,0.324,0.636
2021,엄상백,KT,1.2,77.2,5.12,5.14,0.33,1.27,19.7,12.3,0.21,0.317,0.369,0.686
2021,최영환,롯데,0.89,62.7,5.15,5.33,0.31,0.38,15.5,13.3,0.294,0.394,0.438,0.832
2021,김진성,NC,1.67,53.6,5.06,4.88,0.31,-1.23,21.3,10.3,0.283,0.358,0.487,0.845
2021,김기탁,한화,0.0,54.5,3.33,3.24,0.31,0.37,20.7,12.1,0.298,0.379,0.426,0.805
2021,원종현,NC,0.85,76.7,4.22,4.15,0.31,0.76,18.4,9.4,0.315,0.386,0.427,0.813
2021,김명신,두산,0.81,65.8,4.06,4.07,0.3,1.18,14.9,4.8,0.279,0.324,0.426,0.75
2021,나균안,롯데,0.78,62.2,4.84,5.03,0.3,0.12,12.1,10.8,0.315,0.387,0.442,0.829
2021,김윤식,LG,0.41,68.1,4.04,4.05,0.29,0.58,18.6,12.0,0.258,0.361,0.345,0.707
2021,신재영,SSG,0.95,62.5,3.44,3.14,0.29,0.03,21.8,1.6,0.302,0.333,0.44,0.773
2021,송은범,LG,0.24,65.1,3.79,3.94,0.25,0.53,12.3,8.4,0.25,0.316,0.324,0.64
2021,주현상,한화,1.07,78.9,4.76,4.83,0.23,1.21,15.1,9.6,0.241,0.316,0.398,0.714
2021,유원상,KT,0.0,54.5,2.96,2.78,0.23,0.02,21.0,11.3,0.273,0.355,0.309,0.664
2021,김기중,한화,0.67,72.9,5.08,5.32,0.23,0.73,13.8,13.8,0.294,0.399,0.407,0.806
2021,주권,KT,0.55,76.8,4.46,4.71,0.23,1.93,9.1,9.1,0.264,0.335,0.363,0.698
2021,이대은,KT,1.16,71.9,4.75,4.77,0.22,0.53,17.2,8.6,0.239,0.307,0.398,0.705
2021,르위키,SSG,1.26,77.5,4.31,4.25,0.21,0.4,16.1,3.6,0.278,0.304,0.444,0.748
2021,황영국,한화,0.0,63.0,3.54,3.46,0.21,0.13,21.1,14.1,0.281,0.38,0.298,0.679
2021,윤중현,KIA,0.76,72.9,5.27,5.65,0.21,1.19,8.8,8.3,0.284,0.368,0.378,0.746
2021,백승현,LG,0.0,78.9,3.21,3.27,0.19,0.56,15.2,6.1,0.22,0.292,0.254,0.547
2021,임현준,삼성,0.0,63.6,4.88,5.25,0.17,0.22,15.4,13.5,0.275,0.431,0.4,0.831
2021,박진우,NC,0.0,83.3,2.79,2.53,0.16,0.28,27.3,11.4,0.162,0.273,0.216,0.489
2021,김대우,롯데,1.02,69.9,5.43,5.55,0.16,1.03,19.4,15.0,0.26,0.387,0.415,0.802
2021,장민재,한화,1.23,68.7,4.94,5.09,0.15,0.41,10.2,6.2,0.288,0.333,0.449,0.782
2021,함덕주,LG,0.86,75.3,5.0,5.09,0.13,0.21,18.4,13.3,0.25,0.371,0.375,0.746
2021,이승헌,NC,0.0,50.0,1.27,0.59,0.13,-0.07,25.9,3.7,0.346,0.37,0.462,0.832
2021,배민서,NC,0.68,67.8,4.73,4.94,0.12,0.69,12.3,9.1,0.317,0.389,0.41,0.799
2021,김성진,키움,0.86,57.5,4.61,4.65,0.12,0.42,16.5,12.2,0.258,0.344,0.419,0.764
2021,전상현,KIA,0.69,76.5,4.49,4.61,0.11,0.35,13.6,10.2,0.288,0.362,0.404,0.766
2021,신재웅,SSG,0.0,63.6,2.97,2.74,0.11,0.08,24.3,13.5,0.2,0.306,0.233,0.539
2021,김유영,롯데,0.48,59.0,4.78,4.89,0.11,0.31,18.5,15.2,0.276,0.402,0.368,0.771
2021,박정수,두산,1.48,58.3,5.44,5.46,0.1,-0.09,18.2,9.8,0.304,0.385,0.496,0.881
2021,김인범,키움,0.0,100.0,2.02,1.66,0.1,0.23,25.0,5.0,0.158,0.2,0.211,0.411
2021,김영규,NC,1.41,67.9,5.42,5.53,0.1,0.85,14.7,9.8,0.274,0.348,0.425,0.772
