season_year,player_id,player_name,team_name,team_code,rank_no,era,g,w,l,sv,hld,wpct,ip,h,hr,bb,hbp,so,r,er,whip,cg,sho,qs,bsv,tbf,np,avg,double_hit,triple_hit,sac,sf,ibb,wp,bk,gs,wgs,wgr,gf,svo,ts,gdp,go_count,ao_count,go_ao,babip,p_g,p_ip,k9,bb9,k_bb,obp,slg,ops
2026,53754,김서현,한화,HH,23,12.38,12,1,2,1,0,0.333,8,9,1,15,4,5,12,11,3.0,0,0,0,1,52,210,0.281,1,0,1,0,0,1,0,0,0,1,5,2,0,0,11,7,1.57,0.308,17.5,26.3,5.63,16.88,0.33,0.549,0.406,0.955
2026,50710,김범준,한화,HH,24,13.5,1,0,0,0,0,,2/3,2,0,0,0,0,1,1,3.0,0,0,0,0,4,14,0.667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.667,14.0,21.0,0.0,0.0,,0.667,1.333,2.0
2026,65707,주현상,한화,HH,25,15.43,3,0,0,0,0,,2 1/3,7,1,2,0,1,9,4,3.86,0,0,0,0,17,61,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0.4,0.462,20.3,26.1,3.86,7.71,0.5,0.529,0.786,1.315
2026,54705,김도빈,한화,HH,26,24.75,6,0,1,0,1,0.0,4,3,0,10,2,6,11,11,3.25,0,0,0,0,27,121,0.214,2,1,0,1,0,3,0,0,0,0,1,0,0,0,4,2,2.0,0.333,20.2,30.3,13.5,22.5,0.6,0.556,0.5,1.056
2026,65056,엄상백,한화,HH,27,27.0,1,0,0,0,0,,1/3,2,0,0,1,0,1,1,6.0,0,0,0,0,4,13,0.667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.667,13.0,39.0,0.0,0.0,,0.75,1.333,2.083
2026,64861,이건욱,SSG,SK,1,0.0,1,0,0,0,0,,1,0,0,0,0,2,0,0,0.0,0,0,0,0,3,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,12.0,12.0,18.0,0.0,,0.0,0.0,0.0
2026,62869,문승원,SSG,SK,2,1.07,19,2,0,0,4,1.0,25 1/3,13,0,8,3,15,7,3,0.83,0,0,0,0,101,413,0.148,2,0,1,1,1,0,0,0,0,2,2,3,0,0,33,28,1.18,0.176,21.7,16.3,5.33,2.84,1.88,0.24,0.17,0.41
2026,51897,조병현,SSG,SK,3,2.6,17,1,3,5,0,0.25,17 1/3,12,1,11,2,17,5,5,1.33,0,0,0,2,76,327,0.19,1,0,0,0,1,1,0,0,0,1,13,7,1,1,8,26,0.31,0.244,19.2,18.9,8.83,5.71,1.55,0.329,0.254,0.583
2026,68856,최민준,SSG,SK,4,3.28,8,1,2,0,0,0.333,35 2/3,30,5,19,3,29,18,13,1.37,0,0,0,0,155,621,0.229,3,0,0,2,0,2,1,8,1,0,0,0,0,6,42,32,1.31,0.253,77.6,17.4,7.32,4.79,1.53,0.335,0.366,0.701
2026,68092,한두솔,SSG,SK,5,3.79,18,0,0,0,0,,19,25,1,3,4,15,9,8,1.47,0,0,0,0,89,290,0.316,2,0,1,2,0,0,0,0,0,0,9,0,0,0,17,24,0.71,0.369,16.1,15.3,7.11,1.42,5.0,0.364,0.38,0.744
2026,66858,정동윤,SSG,SK,6,3.86,3,0,0,0,0,,4 2/3,1,0,4,1,4,2,2,1.07,0,0,0,0,19,88,0.071,0,0,0,0,0,2,0,0,0,0,2,0,0,1,6,3,2.0,0.1,29.3,18.9,7.71,7.71,1.0,0.316,0.071,0.387
2026,73211,노경은,SSG,SK,7,3.91,23,1,2,0,4,0.333,23,22,4,7,1,17,12,10,1.26,0,0,0,3,101,399,0.25,3,0,3,2,2,1,0,0,0,1,2,6,0,1,25,26,0.96,0.261,17.3,17.3,6.65,2.74,2.43,0.306,0.42,0.726
2026,53892,이로운,SSG,SK,8,4.09,23,4,0,0,4,1.0,22,19,1,13,0,16,10,10,1.45,0,0,0,1,96,400,0.232,4,0,1,0,4,1,0,0,0,4,2,5,0,2,16,31,0.52,0.277,17.4,18.2,6.55,5.32,1.23,0.337,0.317,0.654
2026,51867,김건우,SSG,SK,9,4.11,9,5,1,0,0,0.833,46,37,7,22,2,35,21,21,1.28,0,0,2,0,192,805,0.223,6,0,0,2,0,1,0,9,5,0,0,0,0,7,43,53,0.81,0.238,89.4,17.5,6.85,4.3,1.59,0.318,0.386,0.704
2026,55855,화이트,SSG,SK,9,4.11,6,1,1,0,0,0.5,30 2/3,37,1,15,2,29,15,14,1.7,0,0,3,0,142,557,0.298,5,0,0,1,0,2,0,6,1,0,0,0,0,3,34,25,1.36,0.379,92.8,18.2,8.51,4.4,1.93,0.38,0.363,0.743
2026,69839,백승건,SSG,SK,11,4.32,5,0,0,0,0,,8 1/3,9,0,4,0,7,5,4,1.56,0,0,0,0,39,172,0.29,4,1,1,3,0,0,0,1,0,0,1,1,0,0,6,12,0.5,0.333,34.4,20.6,7.56,4.32,1.75,0.342,0.484,0.826
