season_year,player_id,team_name
2025,62558,LG
2025,54166,LG
2025,65207,LG
2025,53123,LG
2025,68119,LG
2025,76290,LG
2025,66108,LG
2025,69100,LG
2025,52103,LG
2025,62415,LG
2025,69102,LG
2025,55164,LG
2025,79109,LG
2025,79365,LG
2025,50054,LG
2025,52154,LG
2025,68110,LG
2025,51100,LG
2025,52105,LG
2025,66162,LG
2025,54156,LG
2025,50108,LG
2025,67504,LG
2025,52121,LG
2025,55167,LG
2025,75867,LG
2025,51154,LG
2025,53139,LG
2025,65109,LG
2025,51526,LG
2025,50106,LG
2025,61145,LG
2025,69134,LG
2025,69108,LG
2025,63950,LG
2025,65905,LG
2025,63248,LG
2025,55712,한화
2025,51762,한화
2025,53764,한화
2025,55703,한화
2025,62700,한화
2025,77532,한화
2025,79192,한화
2025,78288,한화
2025,66657,한화
2025,54795,한화
2025,55734,한화
2025,66704,한화
2025,65703,한화
2025,69737,한화
2025,50707,한화
2025,64006,한화
2025,68700,한화
2025,52704,한화
2025,76812,한화
2025,79608,한화
2025,52764,한화
2025,52769,한화
2025,50704,한화
2025,69766,한화
2025,66715,한화
2025,53754,한화
2025,50711,한화
2025,63765,한화
2025,67703,한화
2025,50709,한화
2025,69213,한화
2025,55710,한화
2025,55743,한화
2025,54768,한화
2025,61666,한화
2025,52803,SSG
2025,54815,SSG
2025,53827,SSG
2025,50840,SSG
2025,50868,SSG
2025,50854,SSG
2025,51868,SSG
2025,67893,SSG
2025,62895,SSG
2025,52804,SSG
2025,66864,SSG
2025,54812,SSG
2025,75847,SSG
2025,79456,SSG
2025,51865,SSG
2025,55832,SSG
2025,76802,SSG
2025,55844,SSG
2025,60558,SSG
2025,54806,SSG
2025,55897,SSG
2025,62934,SSG
2025,68868,SSG
2025,69804,SSG
2025,66662,SSG
2025,66917,SSG
2025,54805,SSG
2025,68805,SSG
2025,69813,SSG
2025,67900,SSG
2025,71837,SSG
2025,51867,SSG
2025,69825,SSG
2025,65343,SSG
2025,73211,SSG
2025,53892,SSG
2025,67807,SSG
2025,52807,SSG
2025,52809,SSG
2025,51897,SSG
2025,68856,SSG
2025,54803,SSG
2025,68092,SSG
2025,69207,삼성
2025,67449,삼성
2025,62404,삼성
2025,54400,삼성
2025,69418,삼성
2025,69442,삼성
2025,50458,삼성
2025,62234,삼성
2025,65586,삼성
2025,74540,삼성
2025,54408,삼성
2025,52415,삼성
2025,52430,삼성
2025,65040,삼성
2025,66406,삼성
2025,61404,삼성
2025,55440,삼성
2025,69428,삼성
2025,51407,삼성
2025,69416,삼성
2025,75125,삼성
2025,66409,삼성
2025,69403,삼성
2025,55438,삼성
2025,68463,삼성
2025,65132,삼성
2025,67005,삼성
2025,54401,삼성
2025,65062,삼성
2025,52424,삼성
2025,62360,삼성
2025,54460,삼성
2025,53411,삼성
2025,55455,삼성
2025,68415,삼성
2025,54404,삼성
2025,60146,삼성
2025,51460,삼성
2025,53455,삼성
2025,55435,삼성
2025,51903,NC
2025,50902,NC
2025,62907,NC
2025,54944,NC
2025,51907,NC
2025,79215,NC
2025,69992,NC
2025,69995,NC
2025,50906,NC
2025,51996,NC
2025,63260,NC
2025,51344,NC
2025,63963,NC
2025,66606,NC
2025,67905,NC
2025,68904,NC
2025,68912,NC
2025,50996,NC
2025,54908,NC
2025,69203,NC
2025,64101,NC
2025,50903,NC
2025,66965,NC
2025,50600,NC
2025,62244,NC
2025,64022,NC
2025,53992,NC
2025,69980,NC
2025,68900,NC
2025,55995,NC
2025,65949,NC
2025,64995,NC
2025,67962,NC
2025,54904,NC
2025,50901,NC
2025,69969,NC
2025,68504,KT
2025,52001,KT
2025,64004,KT
2025,79240,KT
2025,76313,KT
2025,68050,KT
2025,69056,KT
2025,55013,KT
2025,67644,KT
2025,64504,KT
2025,79402,KT
2025,78548,KT
2025,67025,KT
2025,67006,KT
2025,51003,KT
2025,64007,KT
2025,66706,KT
2025,64115,KT
2025,64166,KT
2025,52002,KT
2025,50066,KT
2025,68089,KT
2025,51013,KT
2025,51007,KT
2025,50092,KT
2025,69064,KT
2025,51005,KT
2025,54097,KT
2025,65048,KT
2025,55046,KT
2025,73113,KT
2025,52060,KT
2025,69041,KT
2025,64012,KT
2025,55005,KT
2025,73117,KT
2025,69054,KT
2025,67048,KT
2025,65060,KT
2025,79140,KT
2025,55509,롯데
2025,55530,롯데
2025,54529,롯데
2025,78513,롯데
2025,68205,롯데
2025,55563,롯데
2025,52591,롯데
2025,61102,롯데
2025,52568,롯데
2025,69517,롯데
2025,62931,롯데
2025,68507,롯데
2025,50500,롯데
2025,50150,롯데
2025,77564,롯데
2025,54598,롯데
2025,51551,롯데
2025,52504,롯데
2025,60523,롯데
2025,62802,롯데
2025,68518,롯데
2025,69508,롯데
2025,62884,롯데
2025,51528,롯데
2025,52516,롯데
2025,55506,롯데
2025,54567,롯데
2025,54506,롯데
2025,63543,롯데
2025,65522,롯데
2025,76430,롯데
2025,62528,롯데
2025,54503,롯데
2025,69594,롯데
2025,67588,롯데
2025,50608,롯데
2025,55511,롯데
2025,68242,롯데
2025,54537,롯데
2025,66354,KIA
2025,78603,KIA
2025,52605,KIA
2025,72443,KIA
2025,61353,KIA
2025,64646,KIA
2025,65653,KIA
2025,52667,KIA
2025,67609,KIA
2025,62947,KIA
2025,69636,KIA
2025,67610,KIA
2025,55926,KIA
2025,78122,KIA
2025,63722,KIA
2025,55645,KIA
2025,66614,KIA
2025,68646,KIA
2025,69727,KIA
2025,50657,KIA
2025,65610,KIA
2025,65464,KIA
2025,64560,KIA
2025,78168,KIA
2025,55637,KIA
2025,55636,KIA
2025,53659,KIA
2025,69620,KIA
2025,60337,KIA
2025,68928,KIA
2025,69516,KIA
2025,55632,KIA
2025,65665,KIA
2025,66609,KIA
2025,50662,KIA
2025,63342,KIA
2025,51994,KIA
2025,52641,KIA
2025,50204,두산
2025,66233,두산
2025,76232,두산
2025,51203,두산
2025,55208,두산
2025,55252,두산
2025,54236,두산
2025,64468,두산
2025,50208,두산
2025,79231,두산
2025,64153,두산
2025,66112,두산
2025,66209,두산
2025,67207,두산
2025,78224,두산
2025,52267,두산
2025,63123,두산
2025,53554,두산
2025,66928,두산
2025,68362,두산
2025,63257,두산
2025,55226,두산
2025,69238,두산
2025,55224,두산
2025,54219,두산
2025,65269,두산
2025,54205,두산
2025,54214,두산
2025,51269,두산
2025,72523,두산
2025,55216,두산
2025,74206,두산
2025,68830,두산
2025,54263,두산
2025,55221,두산
2025,68269,두산
2025,53204,두산
2025,51298,두산
2025,68249,두산
2025,67266,두산
2025,55215,두산
2025,66291,두산
2025,63202,두산
2025,52208,두산
2025,67263,두산
2025,55267,두산
2025,54305,키움
2025,65357,키움
2025,51302,키움
2025,76267,키움
2025,53344,키움
2025,68305,키움
2025,54444,키움
2025,50304,키움
2025,69332,키움
2025,64340,키움
2025,53312,키움
2025,55326,키움
2025,50167,키움
2025,78756,키움
2025,55392,키움
2025,64346,키움
2025,64984,키움
2025,55397,키움
2025,50357,키움
2025,66838,키움
2025,54344,키움
2025,74163,키움
2025,52366,키움
2025,55339,키움
2025,62332,키움
2025,78135,키움
2025,62925,키움
2025,54394,키움
2025,54307,키움
2025,52305,키움
2025,75566,키움
2025,51359,키움
2025,55393,키움
2025,55371,키움
2025,65898,키움
2025,55370,키움
2025,53301,키움
2025,55394,키움
2025,69328,키움
2025,53309,키움
2025,69045,키움
2025,53302,키움
2025,55301,키움
2025,52330,키움
2026,54166,LG
2026,68119,LG
2026,53123,LG
2026,69100,LG
2026,68110,LG
2026,69102,LG
2026,50054,LG
2026,51100,LG
2026,62415,LG
2026,79109,LG
2026,79365,LG
2026,65207,LG
2026,66108,LG
2026,52154,LG
2026,68106,LG
2026,52103,LG
2026,53103,LG
2026,64793,LG
2026,69105,LG
2026,66162,LG
2026,54156,LG
2026,51526,LG
2026,63950,LG
2026,51762,한화
2026,68050,한화
2026,54730,한화
2026,68700,한화
2026,53764,한화
2026,52764,한화
2026,65703,한화
2026,66704,한화
2026,54795,한화
2026,64006,한화
2026,62700,한화
2026,69737,한화
2026,50709,한화
2026,50707,한화
2026,79192,한화
2026,66657,한화
2026,56754,한화
2026,78288,한화
2026,53754,한화
2026,65616,한화
2026,56793,한화
2026,56760,한화
2026,52804,SSG
2026,69804,SSG
2026,55897,SSG
2026,67893,SSG
2026,51868,SSG
2026,68868,SSG
2026,54812,SSG
2026,66864,SSG
2026,62864,SSG
2026,75847,SSG
2026,51865,SSG
2026,53827,SSG
2026,60558,SSG
2026,62934,SSG
2026,50854,SSG
2026,50868,SSG
2026,79456,SSG
2026,62895,SSG
2026,78224,SSG
2026,53893,SSG
2026,53865,SSG
2026,69825,SSG
2026,73211,SSG
2026,50812,SSG
2026,52868,SSG
2026,52807,SSG
2026,52809,SSG
2026,51897,SSG
2026,53400,삼성
2026,72443,삼성
2026,62234,삼성
2026,69418,삼성
2026,62404,삼성
2026,54400,삼성
2026,69442,삼성
2026,61404,삼성
2026,65586,삼성
2026,50458,삼성
2026,67449,삼성
2026,69403,삼성
2026,55425,삼성
2026,74540,삼성
2026,65040,삼성
2026,52415,삼성
2026,52430,삼성
2026,52424,삼성
2026,62244,삼성
2026,64468,삼성
2026,55438,삼성
2026,67005,삼성
2026,66409,삼성
2026,55440,삼성
2026,68463,삼성
2026,60146,삼성
2026,69416,삼성
2026,63202,삼성
2026,55435,삼성
2026,63260,NC
2026,62907,NC
2026,64101,NC
2026,50902,NC
2026,51344,NC
2026,64022,NC
2026,54944,NC
2026,51907,NC
2026,69992,NC
2026,79215,NC
2026,50092,NC
2026,56904,NC
2026,68904,NC
2026,69995,NC
2026,68912,NC
2026,67905,NC
2026,50996,NC
2026,56949,NC
2026,56909,NC
2026,51903,NC
2026,66965,NC
2026,63963,NC
2026,53989,NC
2026,51991,NC
2026,51996,NC
2026,50903,NC
2026,79240,KT
2026,67644,KT
2026,51003,KT
2026,52001,KT
2026,64004,KT
2026,66606,KT
2026,51013,KT
2026,64504,KT
2026,79402,KT
2026,76290,KT
2026,53036,KT
2026,56034,KT
2026,64166,KT
2026,69064,KT
2026,78548,KT
2026,64115,KT
2026,56006,KT
2026,63722,KT
2026,50066,KT
2026,54097,KT
2026,65048,KT
2026,53029,KT
2026,52060,KT
2026,67006,KT
2026,55005,KT
2026,73117,KT
2026,66706,KT
2026,68089,KT
2026,51551,롯데
2026,69517,롯데
2026,54529,롯데
2026,50500,롯데
2026,68205,롯데
2026,62802,롯데
2026,68507,롯데
2026,69508,롯데
2026,78513,롯데
2026,61102,롯데
2026,52568,롯데
2026,68525,롯데
2026,62931,롯데
2026,51528,롯데
2026,52591,롯데
2026,50150,롯데
2026,54598,롯데
2026,77564,롯데
2026,55502,롯데
2026,52514,롯데
2026,62528,롯데
2026,56595,롯데
2026,56531,롯데
2026,67588,롯데
2026,56563,롯데
2026,68518,롯데
2026,50556,롯데
2026,68260,롯데
2026,67609,KIA
2026,55636,KIA
2026,66354,KIA
2026,78603,KIA
2026,68646,KIA
2026,52605,KIA
2026,65653,KIA
2026,52634,KIA
2026,56632,KIA
2026,56613,KIA
2026,56626,KIA
2026,62947,KIA
2026,50657,KIA
2026,66614,KIA
2026,52628,KIA
2026,78122,KIA
2026,61353,KIA
2026,69636,KIA
2026,52667,KIA
2026,55926,KIA
2026,68504,KIA
2026,65769,KIA
2026,64560,KIA
2026,55267,KIA
2026,66112,두산
2026,55252,두산
2026,56251,두산
2026,53554,두산
2026,64646,두산
2026,79231,두산
2026,50204,두산
2026,51203,두산
2026,53296,두산
2026,50208,두산
2026,66209,두산
2026,64153,두산
2026,63123,두산
2026,63257,두산
2026,67207,두산
2026,76232,두산
2026,66233,두산
2026,54236,두산
2026,77532,두산
2026,53404,두산
2026,68249,두산
2026,55215,두산
2026,52202,두산
2026,56215,두산
2026,65898,키움
2026,78168,키움
2026,52348,키움
2026,64346,키움
2026,79608,키움
2026,50357,키움
2026,76267,키움
2026,64340,키움
2026,50167,키움
2026,54394,키움
2026,55392,키움
2026,56326,키움
2026,56322,키움
2026,53312,키움
2026,68362,키움
2026,52305,키움
2026,78756,키움
2026,55397,키움
2026,64984,키움
2026,55370,키움
2026,78135,키움
2026,55371,키움
2026,56338,키움
2026,56304,키움
2026,69332,키움
2026,55339,키움
2026,53344,키움
2026,62332,키움
2026,75125,키움
2026,53305,키움
2026,63512,키움
2026,51302,키움
2026,69360,키움
2025,50904,LG
2025,77263,LG
2025,55130,LG
2025,61101,LG
2025,55146,LG
2025,67143,LG
2025,51111,LG
2025,54119,LG
2025,68419,LG
2025,55122,LG
2025,63145,LG
2025,55138,LG
2025,68159,LG
2025,64596,LG
2025,55121,LG
2025,69159,LG
2025,65411,LG
2025,55730,한화
2025,65769,한화
2025,54755,한화
2025,51715,한화
2025,76715,한화
2025,52731,한화
2025,60768,한화
2025,52701,한화
2025,65707,한화
2025,54729,한화
2025,65056,한화
2025,65117,한화
2025,55764,한화
2025,50705,한화
2025,54702,한화
2025,50848,SSG
2025,55860,SSG
2025,54833,SSG
2025,55855,SSG
2025,68043,SSG
2025,54802,SSG
2025,50812,SSG
2025,77829,SSG
2025,62869,SSG
2025,53898,SSG
2025,61895,SSG
2025,60841,SSG
2025,66858,SSG
2025,61365,삼성
2025,61268,삼성
2025,63960,삼성
2025,63492,삼성
2025,77446,삼성
2025,53375,삼성
2025,55460,삼성
2025,69446,삼성
2025,50464,삼성
2025,54443,삼성
2025,73801,삼성
2025,50430,삼성
2025,78352,삼성
2025,65320,삼성
2025,51454,삼성
2025,50441,삼성
2025,75421,삼성
2025,62146,삼성
2025,54467,삼성
2025,66451,삼성
2025,65933,NC
2025,67954,NC
2025,55903,NC
2025,52902,NC
2025,55912,NC
2025,68902,NC
2025,63959,NC
2025,53973,NC
2025,64580,NC
2025,66920,NC
2025,52995,NC
2025,68639,NC
2025,52903,NC
2025,52992,NC
2025,53919,NC
2025,54913,NC
2025,54903,NC
2025,77211,NC
2025,50992,NC
2025,67956,NC
2025,54900,NC
2025,50650,KT
2025,55032,KT
2025,67419,KT
2025,64001,KT
2025,50030,KT
2025,50859,KT
2025,69047,KT
2025,54354,KT
2025,69113,KT
2025,54063,KT
2025,64768,KT
2025,69032,KT
2025,65516,KT
2025,68896,KT
2025,55043,KT
2025,55040,KT
2025,51058,KT
2025,53006,KT
2025,64017,롯데
2025,50596,롯데
2025,55532,롯데
2025,55536,롯데
2025,68556,롯데
2025,67539,롯데
2025,51594,롯데
2025,55566,롯데
2025,64021,롯데
2025,52530,롯데
2025,50556,롯데
2025,52528,롯데
2025,51546,롯데
2025,62363,롯데
2025,55526,롯데
2025,63512,롯데
2025,55503,롯데
2025,51516,롯데
2025,60559,롯데
2025,55568,롯데
2025,54608,KIA
2025,50604,KIA
2025,54610,KIA
2025,54640,KIA
2025,55633,KIA
2025,68619,KIA
2025,67640,KIA
2025,55610,KIA
2025,69745,KIA
2025,77637,KIA
2025,53613,KIA
2025,50641,KIA
2025,52639,KIA
2025,76225,KIA
2025,53615,KIA
2025,51648,KIA
2025,55663,KIA
2025,62951,KIA
2025,54645,KIA
2025,62754,KIA
2025,53609,KIA
2025,55646,KIA
2025,69643,KIA
2025,69205,두산
2025,55239,두산
2025,65639,두산
2025,68220,두산
2025,55268,두산
2025,51264,두산
2025,55257,두산
2025,68200,두산
2025,50211,두산
2025,67246,두산
2025,50206,두산
2025,61643,두산
2025,52204,두산
2025,52206,두산
2025,52202,두산
2025,53259,두산
2025,53262,두산
2025,55348,키움
2025,55322,키움
2025,67116,키움
2025,55342,키움
2025,67828,키움
2025,64350,키움
2025,52395,키움
2025,66018,키움
2025,69360,키움
2025,55313,키움
2025,76118,키움
2025,54319,키움
2025,50036,키움
2025,54368,키움
2025,53164,키움
2025,67365,키움
2025,55396,키움
2025,54362,키움
